MMSI,Name,ship_type,IMO,n_suspicious_points,avg_crit,max_crit,min_sog,avg_sog,first_seen,last_seen,duration_minutes,date_utc
211303110,MIRA,Passenger,,1068,0.5406692,0.5406692,0.1,1.3116104868913858,2023-10-08 09:13:02+02:00,2023-10-08 16:36:46+02:00,443.73333333333335,2023-10-08
211617740,HELIOS,Sailing,,1,0.5406692,0.5406692,3.9,3.9,2023-10-08 13:55:11+02:00,2023-10-08 13:55:11+02:00,0.0,2023-10-08
211756630,ON THE ROCKS,Pleasure,,15,0.5406692,0.5406692,3.3,3.7333333333333334,2023-10-08 11:06:51+02:00,2023-10-08 11:17:53+02:00,11.033333333333333,2023-10-08
211842440,KALLISTE,Sailing,,1,0.5406692,0.5406692,3.1,3.1,2023-10-08 09:32:28+02:00,2023-10-08 09:32:28+02:00,0.0,2023-10-08
211895010,TRIPLEM,Sailing,,5,0.5406692,0.5406692,1.0,1.04,2023-10-08 13:34:28+02:00,2023-10-08 13:36:57+02:00,2.4833333333333334,2023-10-08
211556240,NAJIMA,Sailing,,32,0.5376729,0.5376729,0.1,0.171875,2023-10-08 14:39:56+02:00,2023-10-09 00:50:58+02:00,611.0333333333333,2023-10-08
211745610,DEN SMUKKE,Undefined,,390,0.5376729,0.5376729,0.1,0.4753846153846154,2023-10-08 02:09:56+02:00,2023-10-09 01:59:58+02:00,1430.0333333333333,2023-10-08
218009520,NEREA,Undefined,,18,0.5376729,0.5376729,0.1,0.1111111111111111,2023-10-08 02:47:58+02:00,2023-10-08 16:55:01+02:00,847.05,2023-10-08
219106000,A 357 HANNE DUE,Fishing,,104,0.5338431,0.53576094,2.3,2.460576923076923,2023-10-08 14:27:53+02:00,2023-10-08 16:20:42+02:00,112.81666666666666,2023-10-08
219022300,ODIN,Tug,8703995,193,0.5290908,0.5290908,1.5,2.6155440414507773,2023-10-08 05:53:27+02:00,2023-10-08 06:25:17+02:00,31.833333333333332,2023-10-08
219031948,STEADFAST,Pleasure,,99,0.5282235,0.5282235,0.1,0.9393939393939394,2023-10-08 15:58:49+02:00,2023-10-08 19:00:15+02:00,181.43333333333334,2023-10-08
219026339,FOXY LADY,Pleasure,,3,0.5273417,0.5273417,1.8,2.3333333333333335,2023-10-08 10:59:47+02:00,2023-10-08 11:02:34+02:00,2.783333333333333,2023-10-08
219027405,WINDROSE,Pleasure,,59,0.5243431,0.5243431,0.2,2.0016949152542374,2023-10-08 12:52:23+02:00,2023-10-08 14:46:56+02:00,114.55,2023-10-08
219022199,NAJUST,Sailing,,16,0.523076,0.523076,3.6,3.81875,2023-10-08 12:45:03+02:00,2023-10-08 13:04:11+02:00,19.133333333333333,2023-10-08
211316340,SEEADLER,Law enforcement,9191541,216,0.517042,0.517042,0.2,1.8564814814814814,2023-10-08 11:39:36+02:00,2023-10-08 12:55:27+02:00,75.85,2023-10-08
229964000,RS SENTINEL,Other,7106877,89,0.5168319,0.5168319,3.6,3.769662921348315,2023-10-08 20:36:57+02:00,2023-10-08 20:56:17+02:00,19.333333333333332,2023-10-08
219030557,RESCUE SAGA,SAR,,25,0.5152194,0.5152194,0.6,1.244,2023-10-08 22:26:34+02:00,2023-10-08 22:30:14+02:00,3.6666666666666665,2023-10-08
219028230,SKRAENTEN,Pleasure,,4,0.5105548,0.5105548,1.0,1.6500000000000001,2023-10-08 15:09:54+02:00,2023-10-08 15:11:55+02:00,2.0166666666666666,2023-10-08
211489310,ISIGO,Sailing,,13,0.510007,0.510007,1.9,2.776923076923077,2023-10-08 10:00:22+02:00,2023-10-08 10:09:19+02:00,8.95,2023-10-08
219005465,SERVUS I (PILOTBOAT),Pilot,,60,0.5003143,0.5003143,0.1,0.7333333333333333,2023-10-08 11:49:21+02:00,2023-10-08 11:58:07+02:00,8.766666666666667,2023-10-08
230138350,ENOUGH TALK,Cargo,9615638,238,0.5003143,0.5003143,0.1,0.6046218487394959,2023-10-08 02:19:21+02:00,2023-10-08 20:26:10+02:00,1086.8166666666666,2023-10-08
235076265,ELISABETH SCHULTE,Undefined,9439840,195,0.5003143,0.5003143,0.1,0.9769230769230769,2023-10-08 02:01:31+02:00,2023-10-08 17:38:06+02:00,936.5833333333334,2023-10-08
265581970,FRAM,Tanker,8412235,25,0.5003143,0.5003143,0.8,1.84,2023-10-08 10:26:41+02:00,2023-10-08 10:28:01+02:00,1.3333333333333333,2023-10-08
265724260,OLJAREN,Tanker,9236315,530,0.5003143,0.5003143,0.1,0.9032075471698113,2023-10-08 14:04:21+02:00,2023-10-08 19:53:01+02:00,348.6666666666667,2023-10-08
308541000,GREEN SELJE,Undefined,8804529,212,0.5003143,0.5003143,0.1,0.19905660377358492,2023-10-08 02:00:05+02:00,2023-10-08 11:39:06+02:00,579.0166666666667,2023-10-08
538006621,FRONT OCELOT,Undefined,9726580,124,0.5003143,0.5003143,0.1,1.939516129032258,2023-10-08 02:01:17+02:00,2023-10-08 08:53:42+02:00,412.4166666666667,2023-10-08
636015946,NAVIGATOR GALAXY,Tanker,9536363,183,0.5003143,0.5003143,0.1,1.178688524590164,2023-10-08 02:01:09+02:00,2023-10-08 17:43:39+02:00,942.5,2023-10-08
636021147,ATHENA,Cargo,9497880,237,0.5003143,0.5003143,0.1,1.2801687763713079,2023-10-08 19:33:53+02:00,2023-10-08 22:33:10+02:00,179.28333333333333,2023-10-08
636022913,MARIT SELMER,Cargo,9609706,258,0.5003143,0.5003143,0.1,0.8205426356589148,2023-10-08 09:43:56+02:00,2023-10-08 20:29:37+02:00,645.6833333333333,2023-10-08
211686000,ANITA HAGEDORN,Undefined,8505927,354,0.6991689,1.0,0.1,2.990677966101695,2024-11-17 01:00:07+01:00,2024-11-18 00:57:55+01:00,1437.8,2024-11-17
219018833,AURORA,Reserved,9681596,1214,0.73653996,1.0,1.9,3.0202635914332783,2024-11-17 02:52:07+01:00,2024-11-17 04:55:27+01:00,123.33333333333333,2024-11-17
219021235,HAVFISKEN,Other,,693,1.0,1.0,0.5,2.5632034632034633,2024-11-17 21:36:18+01:00,2024-11-17 22:28:04+01:00,51.766666666666666,2024-11-17
219027309,EMBLA R,Dredging,9896048,3126,0.8792684,1.0,0.1,0.8549264235444658,2024-11-17 09:16:21+01:00,2024-11-17 22:56:34+01:00,820.2166666666667,2024-11-17
219032932,SKAWLINK V,Tug,1017335,482,0.67057276,1.0,0.2,1.187344398340249,2024-11-17 04:00:43+01:00,2024-11-18 00:59:44+01:00,1259.0166666666667,2024-11-17
219203000,VERA II,Undefined,5408221,10165,0.9135748,1.0,0.1,1.0087850467289718,2024-11-17 01:00:00+01:00,2024-11-18 00:27:07+01:00,1407.1166666666666,2024-11-17
220307000,ANDREA KLITBO FN226,Fishing,,548,0.95063883,1.0,2.5,2.7266423357664236,2024-11-17 23:13:04+01:00,2024-11-18 00:59:33+01:00,106.48333333333333,2024-11-17
229911000,SEABONI,Cargo,9688647,606,0.9882249,1.0,1.8,3.0257425742574258,2024-11-17 16:42:10+01:00,2024-11-17 22:40:02+01:00,357.8666666666667,2024-11-17
232051641,MO11,Undefined,9994175,352,0.9425943,1.0,0.1,1.8403409090909089,2024-11-17 08:01:55+01:00,2024-11-17 12:02:06+01:00,240.18333333333334,2024-11-17
244859000,THUN EQUALITY,Tanker,9817171,730,0.9273912,1.0,2.1,3.5402739726027397,2024-11-17 18:20:36+01:00,2024-11-18 00:57:52+01:00,397.26666666666665,2024-11-17
255806119,RIX MUNTE,Undefined,9191254,1028,0.7022697,1.0,0.1,2.8403696498054476,2024-11-17 01:01:26+01:00,2024-11-17 20:37:28+01:00,1176.0333333333333,2024-11-17
257032850,HEATHER KNUTSEN,Undefined,9273064,6469,0.9459509,1.0,0.1,0.7310558046065853,2024-11-17 01:00:03+01:00,2024-11-18 00:37:08+01:00,1417.0833333333333,2024-11-17
257069560,CLIPPER EIRENE,Undefined,9834715,4318,0.90736353,1.0,0.1,1.4028253821213523,2024-11-17 01:00:02+01:00,2024-11-17 18:06:30+01:00,1026.4666666666667,2024-11-17
257141000,IMPERATOR,Cargo,9014690,7,0.87828785,1.0,3.3,3.757142857142857,2024-11-17 02:46:48+01:00,2024-11-17 05:46:08+01:00,179.33333333333334,2024-11-17
257296000,NORDRI ENABLER,Other,9964912,425,0.99642897,1.0,0.1,0.4465882352941177,2024-11-17 13:22:21+01:00,2024-11-17 18:02:02+01:00,279.68333333333334,2024-11-17
265675230,KBV 314,Law enforcement,,1975,0.91114795,1.0,0.1,2.079189873417721,2024-11-17 11:06:44+01:00,2024-11-17 13:27:59+01:00,141.25,2024-11-17
265781000,ORION,Fishing,,168,1.0,1.0,0.8,2.3517857142857146,2024-11-18 00:34:34+01:00,2024-11-18 00:59:52+01:00,25.3,2024-11-17
265827240,TANNHAUSER,Cargo,9731640,195,0.9842826,1.0,2.1,2.948717948717949,2024-11-17 16:39:33+01:00,2024-11-17 17:22:59+01:00,43.43333333333333,2024-11-17
266180000,KLINGERO,Fishing,,36,1.0,1.0,0.5,2.0416666666666665,2024-11-18 00:41:57+01:00,2024-11-18 00:55:17+01:00,13.333333333333334,2024-11-17
266334000,KBV 034,Law enforcement,9536600,2098,0.9223552,1.0,0.1,1.9490943755958055,2024-11-17 11:23:25+01:00,2024-11-17 13:31:46+01:00,128.35,2024-11-17
266461000,GG707 ARKO,Fishing,9814715,60,1.0,1.0,0.9,2.643333333333333,2024-11-18 00:26:15+01:00,2024-11-18 00:59:55+01:00,33.666666666666664,2024-11-17
311000306,ALFA BALTICA,Undefined,9696773,9440,0.98571104,1.0,1.1,2.0372457627118643,2024-11-17 01:00:04+01:00,2024-11-17 17:36:04+01:00,996.0,2024-11-17
314473000,WILSON WISLA,Cargo,9156175,69,0.7300529,1.0,2.7,3.620289855072464,2024-11-17 15:30:16+01:00,2024-11-17 17:41:49+01:00,131.55,2024-11-17
314845000,ROCK,Tanker,9288356,9324,0.6755799,1.0,0.1,1.2365508365508366,2024-11-17 08:57:27+01:00,2024-11-18 00:59:56+01:00,962.4833333333333,2024-11-17
477624400,NEWCASTLE EXPRESS,Cargo,9220213,928,1.0,1.0,0.1,0.378448275862069,2024-11-17 01:02:49+01:00,2024-11-18 00:57:29+01:00,1434.6666666666667,2024-11-17
538009052,SSI DAUNTLESS,Cargo,9637428,401,1.0,1.0,1.7,2.502493765586035,2024-11-17 09:21:21+01:00,2024-11-17 10:14:00+01:00,52.65,2024-11-17
563142200,KATHERINE LADY,Undefined,9916123,10733,0.9434057,1.0,0.5,2.2338861455324697,2024-11-17 01:00:09+01:00,2024-11-17 17:25:08+01:00,984.9833333333333,2024-11-17
563233600,MTM ROTTERDAM,Tanker,9477567,13,1.0,1.0,2.9,3.215384615384615,2024-11-17 18:43:10+01:00,2024-11-17 18:48:10+01:00,5.0,2024-11-17
636013645,BALOS,Tanker,9323560,1871,0.67329866,1.0,0.3,2.647300908605024,2024-11-17 09:30:31+01:00,2024-11-17 17:44:49+01:00,494.3,2024-11-17
636018491,MSC KAYLA,Cargo,9242637,2212,1.0,1.0,0.8,2.840641952983725,2024-11-17 12:11:06+01:00,2024-11-17 16:22:16+01:00,251.16666666666666,2024-11-17
246499000,LINDEBORG,Cargo,9279068,3333,0.7799208,0.9950661,2.2,3.326762676267627,2024-11-17 13:13:37+01:00,2024-11-18 00:59:27+01:00,705.8333333333334,2024-11-17
111219518,M 518,SAR,,301,0.9814226,0.9814226,0.1,0.6671096345514951,2024-11-17 16:34:52+01:00,2024-11-17 16:52:08+01:00,17.266666666666666,2024-11-17
210388000,LAUNKALNE,Cargo,9504114,655,0.9814226,0.9814226,0.1,0.31282442748091605,2024-11-17 06:39:07+01:00,2024-11-18 00:50:53+01:00,1091.7666666666667,2024-11-17
261000205,TARZAN,Undefined,9128336,155,0.98142254,0.9814226,0.1,1.4258064516129032,2024-11-17 01:02:08+01:00,2024-11-17 08:34:32+01:00,452.4,2024-11-17
266147000,STRANNEFJORD,Fishing,,7,0.9244974,0.97180283,3.4,3.7142857142857144,2024-11-17 01:33:52+01:00,2024-11-17 02:52:23+01:00,78.51666666666667,2024-11-17
636023005,GRACE LEO,Tanker,9380051,167,0.6051627,0.9513368,3.6,3.8041916167664667,2024-11-17 02:47:10+01:00,2024-11-17 05:24:59+01:00,157.81666666666666,2024-11-17
219472000,GUARDVESSEL ADVANCER,Other,9686429,4135,0.6327206,0.94317746,0.3,1.365247883917775,2024-11-17 09:22:20+01:00,2024-11-17 19:17:59+01:00,595.65,2024-11-17
211156800,FAIRPLAY-30,Undefined,9416563,11971,0.93899643,0.9389965,0.1,0.18934926071339073,2024-11-17 01:00:02+01:00,2024-11-18 00:59:31+01:00,1439.4833333333333,2024-11-17
538003960,HOPE,Undefined,9460277,5934,0.7965375,0.92389226,0.7,1.922716548702393,2024-11-17 01:00:00+01:00,2024-11-18 00:59:40+01:00,1439.6666666666667,2024-11-17
308126000,SWEDISH STREAM,Cargo,9030149,334,0.90634906,0.906349,0.1,0.6964071856287425,2024-11-17 21:25:38+01:00,2024-11-18 00:59:54+01:00,214.26666666666668,2024-11-17
219016747,TRAVELLER,HSC,9634139,708,0.88967466,0.905935,0.1,2.1309322033898304,2024-11-17 07:11:39+01:00,2024-11-17 09:32:16+01:00,140.61666666666667,2024-11-17
257167000,SEA DISCOVERY,Cargo,9516131,116,0.6044697,0.8899609,1.7,2.525,2024-11-17 15:19:41+01:00,2024-11-17 15:25:52+01:00,6.183333333333334,2024-11-17
219030955,JUNIOR,Fishing,9202455,282,0.877631,0.877631,0.3,1.7936170212765958,2024-11-17 17:10:21+01:00,2024-11-17 17:53:17+01:00,42.93333333333333,2024-11-17
265705100,RESCUE ORESUND,SAR,,257,0.874423,0.874423,0.2,2.3260700389105056,2024-11-17 13:49:55+01:00,2024-11-17 14:50:18+01:00,60.38333333333333,2024-11-17
311000277,ESTRELLA,Tanker,9696761,132,0.7029735,0.85745364,3.4,3.753787878787879,2024-11-17 03:43:11+01:00,2024-11-17 04:00:30+01:00,17.316666666666666,2024-11-17
211219990,SCHARHOERN,Anti-pollution,7349455,253,0.8523884,0.8523884,0.1,1.0403162055335968,2024-11-17 14:52:33+01:00,2024-11-17 15:28:03+01:00,35.5,2024-11-17
311000534,ALFA ALANDIA,Undefined,9752797,399,0.841429,0.841429,0.2,1.0576441102756893,2024-11-17 01:02:12+01:00,2024-11-17 03:54:35+01:00,172.38333333333333,2024-11-17
636022355,LILA INCHEON,Cargo,9571272,880,0.5495433,0.841429,0.1,0.994090909090909,2024-11-17 07:24:34+01:00,2024-11-18 00:52:41+01:00,1048.1166666666666,2024-11-17
209313000,RIX LAKE,Undefined,9109043,1886,0.8229207,0.8360492,3.3,3.753340402969247,2024-11-17 01:00:59+01:00,2024-11-17 02:21:42+01:00,80.71666666666667,2024-11-17
211718360,MS JUTLAND,Cargo,9142497,8,0.7266563,0.79373085,3.8,3.8874999999999997,2024-11-17 15:33:09+01:00,2024-11-17 16:12:56+01:00,39.78333333333333,2024-11-17
219017733,SKAWLINK4,Towing,,372,0.6709072,0.78115517,0.1,2.0260752688172046,2024-11-17 11:26:20+01:00,2024-11-18 00:57:58+01:00,811.6333333333333,2024-11-17
334863000,TRANQUIL SEA,Undefined,9323340,915,0.78115517,0.78115517,0.1,0.5251366120218579,2024-11-17 01:02:10+01:00,2024-11-18 00:59:08+01:00,1436.9666666666667,2024-11-17
211188000,DEUTSCHLAND,Passenger,9151541,1116,0.76216984,0.76216984,0.1,1.5301971326164876,2024-11-17 01:42:16+01:00,2024-11-17 23:52:06+01:00,1329.8333333333333,2024-11-17
211190000,SCHLESWIG-HOLSTEIN,Passenger,9151539,1060,0.76216984,0.76216984,0.1,1.3741509433962262,2024-11-17 02:20:44+01:00,2024-11-18 00:34:10+01:00,1333.4333333333334,2024-11-17
219000429,PRINS RICHARD,Undefined,9144419,1183,0.76216984,0.76216984,0.1,0.9356720202874049,2024-11-17 01:04:43+01:00,2024-11-17 23:14:52+01:00,1330.15,2024-11-17
219448000,GUARD VESSEL ARRIVER,Other,9669005,3402,0.6119313,0.76216984,0.1,1.2342739564961787,2024-11-17 01:17:06+01:00,2024-11-18 00:59:49+01:00,1422.7166666666667,2024-11-17
219015425,SVITZER THOR,Tug,9548366,159,0.7603047,0.7603047,3.2,3.5138364779874216,2024-11-17 08:31:26+01:00,2024-11-17 08:43:07+01:00,11.683333333333334,2024-11-17
219026257,DANPILOT OSCAR,Pilot,9878448,205,0.6796016,0.7603047,0.1,1.271219512195122,2024-11-17 08:50:25+01:00,2024-11-17 11:30:51+01:00,160.43333333333334,2024-11-17
241769000,ATHINA II,Undefined,9724192,846,0.7603047,0.7603047,0.1,0.9484633569739952,2024-11-17 01:01:55+01:00,2024-11-17 09:09:14+01:00,487.31666666666666,2024-11-17
244557000,EIKBORG,Cargo,9356490,1319,0.6417971,0.7603047,2.4,2.649886277482942,2024-11-17 09:36:41+01:00,2024-11-17 10:57:11+01:00,80.5,2024-11-17
219030788,BLACK PEARL,Sailing,,6,0.62835777,0.74368495,0.1,1.0166666666666666,2024-11-17 08:24:23+01:00,2024-11-17 13:36:59+01:00,312.6,2024-11-17
219001303,KAREN MARIE,Undefined,,731,0.7388487,0.7388487,0.1,0.18317373461012312,2024-11-17 01:05:32+01:00,2024-11-18 00:58:38+01:00,1433.1,2024-11-17
219002602,M/F COLUMBUS,Passenger,,37,0.7388487,0.7388487,0.1,0.1,2024-11-17 09:11:07+01:00,2024-11-17 22:51:47+01:00,820.6666666666666,2024-11-17
219003141,ORO,Undefined,9287613,971,0.7388487,0.7388487,0.1,0.7110195674562306,2024-11-17 01:02:23+01:00,2024-11-18 00:55:55+01:00,1433.5333333333333,2024-11-17
219000647,DANPILOT ALDEBARAN,Other,,65,0.7293341,0.7293341,0.1,0.7076923076923077,2024-11-17 19:41:58+01:00,2024-11-17 20:05:13+01:00,23.25,2024-11-17
311001438,FUGRO SCOUT,Other,9600372,5278,0.59896016,0.71336037,0.1,1.492137173171656,2024-11-17 15:13:54+01:00,2024-11-18 00:59:53+01:00,585.9833333333333,2024-11-17
314464000,WILSON AVEIRO,Cargo,9375850,2,0.70982105,0.70982105,0.5,0.5,2024-11-17 08:08:14+01:00,2024-11-17 08:08:15+01:00,0.016666666666666666,2024-11-17
219000217,HDMS SOELOEVEN,Undefined,,1370,0.6986212,0.6986212,0.1,0.29262773722627733,2024-11-17 01:00:18+01:00,2024-11-18 00:55:03+01:00,1434.75,2024-11-17
255806476,SKALAR,Cargo,9458975,175,0.69286376,0.69286376,0.1,1.2742857142857142,2024-11-17 06:13:57+01:00,2024-11-17 08:33:22+01:00,139.41666666666666,2024-11-17
218413000,BALTIC,Undefined,9556026,1382,0.6860731,0.68628293,0.1,0.8334298118668596,2024-11-17 01:00:34+01:00,2024-11-18 00:58:20+01:00,1437.7666666666667,2024-11-17
219000155,MHV 901 ENOE,Military,,62,0.54329693,0.6840249,2.5,3.2806451612903227,2024-11-17 12:15:01+01:00,2024-11-17 13:47:18+01:00,92.28333333333333,2024-11-17
219002358,KATTEGAT,Undefined,,6817,0.6769409,0.6769409,0.1,0.1005867683731847,2024-11-17 01:00:04+01:00,2024-11-18 00:59:23+01:00,1439.3166666666666,2024-11-17
219016832,AGERSOE III,Undefined,9649677,6160,0.6769409,0.6769409,0.1,0.6469155844155844,2024-11-17 01:00:32+01:00,2024-11-18 00:59:31+01:00,1438.9833333333333,2024-11-17
219022300,ODIN,Tug,8703995,669,0.54009426,0.6711224,0.1,1.5382660687593421,2024-11-17 02:07:15+01:00,2024-11-17 17:32:34+01:00,925.3166666666667,2024-11-17
563020300,ARDMORE_GIBRALTAR,Tanker,9790373,391,0.6711224,0.6711224,2.2,2.806393861892583,2024-11-17 06:29:44+01:00,2024-11-17 06:58:10+01:00,28.433333333333334,2024-11-17
256717000,NORE,Tanker,9407225,123,0.61748326,0.6647913,2.6,3.5642276422764225,2024-11-17 15:07:43+01:00,2024-11-17 16:06:53+01:00,59.166666666666664,2024-11-17
218800000,SEELAND,Undefined,9228930,136,0.64069796,0.66118485,0.1,1.0514705882352942,2024-11-17 01:03:06+01:00,2024-11-17 15:59:49+01:00,896.7166666666667,2024-11-17
212368000,FREEWAY,Undefined,9691682,9480,0.654843,0.65594894,0.1,0.7059599156118144,2024-11-17 01:00:03+01:00,2024-11-17 20:37:53+01:00,1177.8333333333333,2024-11-17
219010873,LN SEAMAN,Pilot,,207,0.5751341,0.6551913,0.1,0.5753623188405796,2024-11-17 09:48:46+01:00,2024-11-17 23:57:58+01:00,849.2,2024-11-17
219022257,DANPILOT BRAVO,Pilot,9812092,48,0.6551913,0.6551913,1.8,3.2895833333333333,2024-11-17 20:45:15+01:00,2024-11-17 20:54:20+01:00,9.083333333333334,2024-11-17
241731000,SEA TURTLE,Tanker,9886718,151,0.6551913,0.6551913,0.1,1.6741721854304636,2024-11-17 20:51:29+01:00,2024-11-18 00:58:47+01:00,247.3,2024-11-17
257089140,EAGLE BLANE,Undefined,9833101,622,0.6551913,0.6551913,0.1,0.24662379421221867,2024-11-17 01:02:37+01:00,2024-11-17 21:53:56+01:00,1251.3166666666666,2024-11-17
257956000,FRIDA KNUTSEN,Tanker,9905916,616,0.6551913,0.6551913,0.1,0.9019480519480519,2024-11-17 14:58:56+01:00,2024-11-18 00:59:58+01:00,601.0333333333333,2024-11-17
538002179,BINNUR C,Cargo,9261023,217,0.6551913,0.6551913,2.5,2.7824884792626725,2024-11-17 16:55:52+01:00,2024-11-17 17:14:05+01:00,18.216666666666665,2024-11-17
538010456,SEA HYMN,Tanker,9412036,711,0.6354774,0.6551913,2.6,3.461462728551336,2024-11-17 08:27:40+01:00,2024-11-17 09:56:21+01:00,88.68333333333334,2024-11-17
636021194,AQUABLISS,Tanker,9922835,164,0.6551913,0.6551913,1.9,3.0378048780487803,2024-11-17 19:35:23+01:00,2024-11-17 19:54:33+01:00,19.166666666666668,2024-11-17
636022536,DELOS II,Cargo,9612375,1666,0.6523359,0.6551913,0.1,1.2828331332533012,2024-11-17 01:57:33+01:00,2024-11-18 00:54:14+01:00,1376.6833333333334,2024-11-17
255805577,ELBSTROM,Cargo,9369007,13,0.63884664,0.653959,1.4,2.4,2024-11-17 05:06:24+01:00,2024-11-17 05:44:44+01:00,38.333333333333336,2024-11-17
219013178,O91 ALBATROS,Fishing,,395,0.6336384,0.6532547,1.9,2.5237974683544304,2024-11-17 23:56:05+01:00,2024-11-18 00:59:55+01:00,63.833333333333336,2024-11-17
219016577,BUILDER GUARD VESSEL,HSC,9645803,787,0.6475512,0.6475512,0.7,1.3590851334180432,2024-11-17 22:22:06+01:00,2024-11-17 22:50:30+01:00,28.4,2024-11-17
219016665,GUARD VESSEL BOOSTER,HSC,9646156,845,0.6475512,0.6475512,0.2,1.5055621301775148,2024-11-17 07:57:32+01:00,2024-11-17 16:03:18+01:00,485.76666666666665,2024-11-17
265768840,RESCUE RUBEN RAUSING,SAR,,23,0.63431996,0.63431996,1.7,3.217391304347826,2024-11-17 10:15:12+01:00,2024-11-17 10:16:33+01:00,1.35,2024-11-17
372633000,SARTOR,Undefined,9087312,8,0.62684155,0.62684155,3.8,3.8499999999999996,2024-11-17 04:05:15+01:00,2024-11-17 04:10:15+01:00,5.0,2024-11-17
215902000,,Undefined,,1,0.6263138,0.6263138,0.1,0.1,2024-11-17 08:56:08+01:00,2024-11-17 08:56:08+01:00,0.0,2024-11-17
219022256,DANPILOT ALFA,Pilot,9812030,1,0.6250804,0.6250804,3.8,3.8,2024-11-17 19:38:14+01:00,2024-11-17 19:38:14+01:00,0.0,2024-11-17
636022946,LILA CUMBERLAND,Cargo,9666649,210,0.62224203,0.6246971,0.1,0.8561904761904763,2024-11-17 02:24:01+01:00,2024-11-17 11:45:12+01:00,561.1833333333333,2024-11-17
219026522,M/V ULLA,Cargo,8906559,3,0.61965364,0.61965364,3.9,3.9,2024-11-17 19:40:31+01:00,2024-11-17 19:40:51+01:00,0.3333333333333333,2024-11-17
219011538,MUDDI,Undefined,,4933,0.6052923,0.6052923,0.1,0.1551996756537604,2024-11-17 01:00:33+01:00,2024-11-18 00:59:41+01:00,1439.1333333333334,2024-11-17
219031724,EVILJA,Undefined,,3,0.6052923,0.6052923,0.1,0.10000000000000002,2024-11-17 01:00:24+01:00,2024-11-17 19:06:24+01:00,1086.0,2024-11-17
305666000,KATRE,Cargo,9376452,259,0.6040512,0.6040512,0.1,0.9266409266409267,2024-11-17 05:34:30+01:00,2024-11-17 13:00:01+01:00,445.51666666666665,2024-11-17
219012788,NIELS BJOERN,Cargo,,1181,0.6035399,0.6035399,0.1,0.43361558001693484,2024-11-17 01:01:50+01:00,2024-11-18 00:58:50+01:00,1437.0,2024-11-17
246818000,HELGE R,Other,8861711,40,0.59307057,0.59307057,0.1,0.6075,2024-11-17 09:07:39+01:00,2024-11-17 09:19:08+01:00,11.483333333333333,2024-11-17
246819000,ROAR R,Reserved,7906801,1,0.59307057,0.59307057,1.4,1.4,2024-11-17 09:30:50+01:00,2024-11-17 09:30:50+01:00,0.0,2024-11-17
219014465,RONKEDOR,Sailing,,180,0.53906053,0.58920926,1.4,2.920555555555556,2024-11-17 09:53:54+01:00,2024-11-17 11:16:54+01:00,83.0,2024-11-17
219006122,SAVANNAH,Sailing,,13,0.5870199,0.5870199,3.1,3.207692307692308,2024-11-17 13:56:44+01:00,2024-11-17 13:59:13+01:00,2.4833333333333334,2024-11-17
219034222,FNUFF,Sailing,,2,0.5870199,0.5870199,3.9,3.9,2024-11-17 14:57:45+01:00,2024-11-17 14:57:45+01:00,0.0,2024-11-17
211303110,,Undefined,,11,0.58341455,0.58341455,0.2,1.1090909090909091,2024-11-17 08:57:27+01:00,2024-11-17 09:01:12+01:00,3.75,2024-11-17
352001721,POLLUX,Tanker,9243320,67,0.5658096,0.57152843,3.2,3.5611940298507463,2024-11-17 08:15:39+01:00,2024-11-17 11:12:31+01:00,176.86666666666667,2024-11-17
256199000,TIGER EYE,Tanker,9746255,17,0.5674358,0.5674358,2.6,3.2823529411764705,2024-11-17 02:30:13+01:00,2024-11-17 02:33:47+01:00,3.566666666666667,2024-11-17
334892000,TROY,Undefined,9329758,1408,0.56370884,0.56370884,0.1,0.5368607954545455,2024-11-17 01:00:39+01:00,2024-11-18 00:57:44+01:00,1437.0833333333333,2024-11-17
352001906,ANAYA,Undefined,9326885,496,0.56370884,0.56370884,0.1,0.34616935483870964,2024-11-17 01:00:04+01:00,2024-11-18 00:57:17+01:00,1437.2166666666667,2024-11-17
219017151,SIMA,Other,8418564,967,0.56068313,0.56068313,0.1,0.24022750775594623,2024-11-17 13:21:38+01:00,2024-11-17 18:39:01+01:00,317.3833333333333,2024-11-17
219031956,HIGH FIVE II,Sailing,,4,0.52314097,0.5475153,3.7,3.725,2024-11-17 09:09:59+01:00,2024-11-17 12:56:57+01:00,226.96666666666667,2024-11-17
211226990,FEODORA 2,Passenger,7229186,84,0.5406692,0.5406692,0.7,1.6047619047619048,2024-11-17 11:14:43+01:00,2024-11-17 11:30:37+01:00,15.9,2024-11-17
219000192,MHV 811 APOLLO,Other,,414,0.52969563,0.52969563,0.9,2.2268115942028985,2024-11-17 13:56:53+01:00,2024-11-17 14:13:01+01:00,16.133333333333333,2024-11-17
219024176,DANPILOT GOLF,Pilot,9839533,78,0.52371126,0.52371126,2.4,3.1666666666666665,2024-11-17 06:21:17+01:00,2024-11-17 06:24:13+01:00,2.933333333333333,2024-11-17
219814000,TERN SEA,Tanker,9747974,78,0.52371126,0.52371126,3.5,3.712820512820513,2024-11-17 17:11:19+01:00,2024-11-17 17:16:59+01:00,5.666666666666667,2024-11-17
304030000,NIKLAS,Cargo,9582855,87,0.52371126,0.52371126,2.8,3.2264367816091952,2024-11-17 17:03:18+01:00,2024-11-17 17:09:07+01:00,5.816666666666666,2024-11-17
